"Chick_ENSEMBL","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000052380",NA,NA,NA,"No"
"ENSGALG00000052381",NA,NA,NA,"No"
"ENSGALG00000052382",114483731,NA,"gga-mir-12234","No"
"ENSGALG00000052383",NA,NA,NA,"No"
"ENSGALG00000052384",NA,NA,NA,"No"
"ENSGALG00000052385",NA,NA,NA,"No"
"ENSGALG00000052386",NA,NA,NA,"No"
"ENSGALG00000052387",NA,NA,NA,"No"
"ENSGALG00000052388",427650,79006,"METRN","No"
"ENSGALG00000052389",NA,NA,NA,"No"
"ENSGALG00000052390",NA,NA,NA,"No"
"ENSGALG00000052391",NA,64800,"EFCAB6","No"
"ENSGALG00000052392",NA,NA,NA,"No"
"ENSGALG00000052393",NA,NA,NA,"No"
"ENSGALG00000052394",NA,NA,NA,"No"
"ENSGALG00000052395",NA,NA,NA,"No"
"ENSGALG00000052396",NA,25841,"ABTB2","No"
"ENSGALG00000052397",NA,NA,NA,"No"
"ENSGALG00000052398",NA,NA,NA,"No"
"ENSGALG00000052399",112533458,3991,"LIPE","No"
"ENSGALG00000052400",NA,NA,NA,"No"
"ENSGALG00000052401",NA,NA,NA,"No"
"ENSGALG00000052402",NA,NA,NA,"No"
"ENSGALG00000052403",NA,NA,NA,"No"
"ENSGALG00000052404",NA,NA,NA,"No"
"ENSGALG00000052405",NA,NA,NA,"No"
"ENSGALG00000052406",NA,NA,NA,"No"
"ENSGALG00000052407",NA,NA,NA,"No"
"ENSGALG00000052408",NA,286336,"FAM78A","No"
"ENSGALG00000052409",NA,NA,NA,"No"
"ENSGALG00000052410",NA,NA,NA,"No"
"ENSGALG00000052411",NA,NA,NA,"No"
"ENSGALG00000052412",NA,NA,NA,"No"
"ENSGALG00000052413",NA,55811,"ADCY10","No"
"ENSGALG00000052414",NA,NA,NA,"No"
"ENSGALG00000052415",NA,NA,NA,"No"
"ENSGALG00000052416",NA,NA,NA,"No"
"ENSGALG00000052417",NA,NA,NA,"No"
"ENSGALG00000052418",428295,NA,NA,"No"
"ENSGALG00000052419",NA,NA,NA,"No"
"ENSGALG00000052420",NA,NA,NA,"No"
"ENSGALG00000052421",NA,80128,"TRIM46","No"
"ENSGALG00000052422",NA,NA,NA,"No"
"ENSGALG00000052423",NA,8515,"ITGA10","No"
"ENSGALG00000052424",NA,NA,NA,"No"
"ENSGALG00000052425",421368,55509,"BATF3","Transcription Factor"
"ENSGALG00000052426",NA,NA,NA,"No"
"ENSGALG00000052427",NA,NA,NA,"No"
"ENSGALG00000052428",NA,NA,NA,"No"
"ENSGALG00000052429",NA,NA,NA,"No"
"ENSGALG00000052430",NA,2204,"FCAR","No"
"ENSGALG00000052431",NA,NA,NA,"No"
"ENSGALG00000052432",NA,NA,NA,"No"
"ENSGALG00000052433",NA,NA,NA,"No"
"ENSGALG00000052434",NA,NA,NA,"No"
"ENSGALG00000052435",NA,NA,NA,"No"
"ENSGALG00000052436",NA,NA,NA,"No"
"ENSGALG00000052437",NA,NA,NA,"No"
"ENSGALG00000052438",NA,NA,NA,"No"
"ENSGALG00000052439",NA,NA,NA,"No"
"ENSGALG00000052440",NA,NA,NA,"No"
"ENSGALG00000052441",NA,NA,NA,"No"
"ENSGALG00000052442",NA,NA,NA,"No"
"ENSGALG00000052443",NA,NA,NA,"No"
"ENSGALG00000052444",NA,NA,NA,"No"
"ENSGALG00000052445",NA,NA,NA,"No"
"ENSGALG00000052446",NA,NA,NA,"No"
"ENSGALG00000052447",NA,NA,NA,"No"
"ENSGALG00000052448",423587,6815,"STYX","No"
"ENSGALG00000052449",NA,NA,NA,"No"
"ENSGALG00000052450",NA,NA,NA,"No"
"ENSGALG00000052451",427029,NA,NA,"No"
"ENSGALG00000052452",NA,7069,"THRSP","No"
"ENSGALG00000052453",NA,9743,"ARHGAP32","No"
"ENSGALG00000052454",NA,NA,NA,"No"
"ENSGALG00000052455",NA,NA,NA,"No"
"ENSGALG00000052456",NA,NA,NA,"No"
"ENSGALG00000052457",NA,NA,NA,"No"
"ENSGALG00000052458",NA,NA,NA,"No"
"ENSGALG00000052459",NA,NA,NA,"No"
"ENSGALG00000052460",421837,51167,"CYB5R4","No"
"ENSGALG00000052461",NA,NA,NA,"No"
"ENSGALG00000052462",NA,NA,NA,"No"
"ENSGALG00000052463",NA,NA,NA,"No"
"ENSGALG00000052464",430112,341405,"ANKRD33","No"
"ENSGALG00000052465",NA,NA,NA,"No"
"ENSGALG00000052466",NA,NA,NA,"No"
"ENSGALG00000052467",NA,NA,NA,"No"
"ENSGALG00000052468",NA,NA,NA,"No"
"ENSGALG00000052469",NA,60494,"CCDC81","No"
"ENSGALG00000052470",NA,NA,NA,"No"
"ENSGALG00000052471",426666,NA,"MRPS21","No"
"ENSGALG00000052472",NA,NA,NA,"No"
"ENSGALG00000052473",NA,NA,NA,"No"
"ENSGALG00000052474",NA,NA,NA,"No"
"ENSGALG00000052475",NA,NA,NA,"No"
"ENSGALG00000052476",NA,925,"CD8A","No"
"ENSGALG00000052477",NA,NA,NA,"No"
"ENSGALG00000052478",NA,NA,NA,"No"
"ENSGALG00000052479",NA,NA,NA,"No"
"ENSGALG00000052480",NA,NA,NA,"No"
"ENSGALG00000052481",112530337,5355,"PLP2","No"
"ENSGALG00000052482",NA,NA,NA,"No"
"ENSGALG00000052483",NA,NA,NA,"No"
"ENSGALG00000052484",NA,NA,NA,"No"
"ENSGALG00000052485",NA,NA,NA,"No"
"ENSGALG00000052486",NA,NA,NA,"No"
"ENSGALG00000052487",NA,NA,NA,"No"
"ENSGALG00000052488",416641,25880,"TMEM186","No"
"ENSGALG00000052489",NA,NA,NA,"No"
"ENSGALG00000052490",NA,NA,NA,"No"
"ENSGALG00000052491",NA,NA,NA,"No"
"ENSGALG00000052492",NA,NA,NA,"No"
"ENSGALG00000052493",NA,NA,NA,"No"
"ENSGALG00000052494",422853,NA,NA,"No"
"ENSGALG00000052495",NA,NA,NA,"No"
"ENSGALG00000052496",NA,NA,NA,"No"
"ENSGALG00000052497",107050692,NA,NA,"No"
"ENSGALG00000052498",101747258,NA,NA,"No"
"ENSGALG00000052499",NA,94137,"RP1L1","No"
"ENSGALG00000052500",NA,NA,NA,"No"
"ENSGALG00000052501",NA,NA,NA,"No"
"ENSGALG00000052502",NA,NA,NA,"No"
"ENSGALG00000052503",NA,11046,"AL160269.1","No"
"ENSGALG00000052504",NA,NA,NA,"No"
"ENSGALG00000052505",NA,NA,NA,"No"
"ENSGALG00000052506",107051180,9673,"SLC25A44","No"
"ENSGALG00000052507",NA,NA,NA,"No"
"ENSGALG00000052508",NA,NA,NA,"No"
"ENSGALG00000052509",NA,NA,NA,"No"
"ENSGALG00000052510",NA,NA,NA,"No"
"ENSGALG00000052511",424733,5523,"PPP2R3A","No"
"ENSGALG00000052512",NA,594857,"NPS","No"
"ENSGALG00000052513",NA,NA,NA,"No"
"ENSGALG00000052514",107055361,NA,NA,"No"
"ENSGALG00000052515",107050951,10623,"POLR3C","No"
"ENSGALG00000052516",NA,NA,NA,"No"
"ENSGALG00000052517",NA,NA,NA,"No"
"ENSGALG00000052518",NA,NA,NA,"No"
"ENSGALG00000052519",NA,NA,NA,"No"
"ENSGALG00000052520",NA,NA,NA,"No"
"ENSGALG00000052521",NA,NA,NA,"No"
"ENSGALG00000052522",NA,NA,NA,"No"
"ENSGALG00000052523",NA,NA,NA,"No"
"ENSGALG00000052524",101749641,NA,NA,"No"
"ENSGALG00000052525",NA,NA,NA,"No"
"ENSGALG00000052526",107054877,57158,"JPH2","No"
"ENSGALG00000052527",NA,NA,NA,"No"
"ENSGALG00000052528",NA,NA,NA,"No"
"ENSGALG00000052529",422886,6047,"RNF4","No"
"ENSGALG00000052530",NA,NA,NA,"No"
"ENSGALG00000052531",NA,NA,NA,"No"
"ENSGALG00000052532",NA,NA,NA,"No"
"ENSGALG00000052533",NA,NA,NA,"No"
"ENSGALG00000052534",NA,NA,NA,"No"
"ENSGALG00000052535",NA,NA,NA,"No"
"ENSGALG00000052536",NA,NA,NA,"No"
"ENSGALG00000052537",NA,NA,NA,"No"
"ENSGALG00000052538",NA,51236,"HGH1","No"
"ENSGALG00000052539",NA,9476,"NAPSA","No"
"ENSGALG00000052540",NA,NA,NA,"No"
"ENSGALG00000052541",107051468,269,"AMHR2","No"
"ENSGALG00000052542",NA,NA,NA,"No"
"ENSGALG00000052543",NA,NA,NA,"No"
"ENSGALG00000052544",NA,NA,NA,"No"
"ENSGALG00000052545",NA,NA,NA,"No"
"ENSGALG00000052546",107049602,64344,"HIF3A","Transcription Factor"
"ENSGALG00000052547",NA,NA,NA,"No"
"ENSGALG00000052548",NA,NA,NA,"No"
"ENSGALG00000052549",NA,NA,NA,"No"
"ENSGALG00000052550",NA,NA,NA,"No"
"ENSGALG00000052551",NA,NA,NA,"No"
"ENSGALG00000052552",NA,NA,NA,"No"
"ENSGALG00000052553",NA,55506,"MACROH2A2","Transcription Factor"
"ENSGALG00000052554",NA,NA,NA,"No"
"ENSGALG00000052555",NA,NA,NA,"No"
"ENSGALG00000052556",112532464,NA,"SNORD83","No"
"ENSGALG00000052557",107053203,201725,"C4orf46","No"
"ENSGALG00000052558",NA,NA,NA,"No"
"ENSGALG00000052559",NA,NA,NA,"No"
"ENSGALG00000052560",NA,NA,NA,"No"
"ENSGALG00000052561",NA,NA,NA,"No"
"ENSGALG00000052562",NA,NA,NA,"No"
"ENSGALG00000052563",NA,NA,NA,"No"
"ENSGALG00000052564",NA,NA,NA,"No"
"ENSGALG00000052565",NA,NA,NA,"No"
"ENSGALG00000052566",NA,NA,"IGLV3-32","No"
"ENSGALG00000052567",NA,NA,NA,"No"
"ENSGALG00000052568",NA,2204,"FCAR","No"
"ENSGALG00000052569",NA,NA,NA,"No"
"ENSGALG00000052570",NA,NA,NA,"No"
"ENSGALG00000052571",NA,3702,"ITK","No"
"ENSGALG00000052572",NA,NA,NA,"No"
"ENSGALG00000052573",107050834,27338,"UBE2S","No"
"ENSGALG00000052574",NA,NA,NA,"No"
"ENSGALG00000052575",NA,NA,NA,"No"
"ENSGALG00000052576",NA,NA,NA,"No"
"ENSGALG00000052577",NA,NA,NA,"No"
"ENSGALG00000052578",NA,NA,NA,"No"
"ENSGALG00000052579",NA,NA,NA,"No"
"ENSGALG00000052580",NA,NA,NA,"No"
"ENSGALG00000052581",768991,339231,"ARL16","No"
"ENSGALG00000052582",NA,NA,NA,"No"
"ENSGALG00000052583",NA,5858,"PZP","No"
"ENSGALG00000052584",NA,NA,NA,"No"
"ENSGALG00000052585",NA,3904,"LAIR2","No"
"ENSGALG00000052586",NA,NA,NA,"No"
"ENSGALG00000052587",NA,NA,NA,"No"
"ENSGALG00000052588",NA,NA,NA,"No"
"ENSGALG00000052589",NA,NA,NA,"No"
"ENSGALG00000052590",NA,NA,NA,"No"
"ENSGALG00000052591",NA,NA,NA,"No"
"ENSGALG00000052592",NA,388595,"TMEM82","No"
"ENSGALG00000052593",NA,NA,NA,"No"
"ENSGALG00000052594",NA,NA,NA,"No"
"ENSGALG00000052595",NA,NA,NA,"No"
"ENSGALG00000052596",NA,NA,NA,"No"
"ENSGALG00000052597",NA,NA,NA,"No"
"ENSGALG00000052598",NA,NA,NA,"No"
"ENSGALG00000052599",NA,NA,NA,"No"
"ENSGALG00000052600",112529916,NA,"SNORD12","No"
"ENSGALG00000052601",NA,NA,NA,"No"
"ENSGALG00000052602",NA,NA,NA,"No"
"ENSGALG00000052603",NA,NA,NA,"No"
"ENSGALG00000052604",NA,NA,NA,"No"
"ENSGALG00000052605",NA,NA,NA,"No"
"ENSGALG00000052606",NA,NA,NA,"No"
"ENSGALG00000052607",NA,NA,NA,"No"
"ENSGALG00000052608",NA,NA,NA,"No"
"ENSGALG00000052609",NA,NA,NA,"No"
"ENSGALG00000052610",NA,NA,NA,"No"
"ENSGALG00000052611",NA,NA,NA,"No"
"ENSGALG00000052612",415372,51065,"RPS27L","No"
"ENSGALG00000052613",NA,NA,NA,"No"
"ENSGALG00000052614",NA,NA,NA,"No"
"ENSGALG00000052615",NA,NA,NA,"No"
"ENSGALG00000052616",NA,NA,NA,"No"
"ENSGALG00000052617",NA,NA,NA,"No"
"ENSGALG00000052618",NA,NA,NA,"No"
"ENSGALG00000052619",NA,NA,NA,"No"
"ENSGALG00000052620",NA,NA,NA,"No"
"ENSGALG00000052621",NA,3904,"LAIR2","No"
"ENSGALG00000052622",NA,NA,NA,"No"
"ENSGALG00000052623",NA,NA,NA,"No"
"ENSGALG00000052624",NA,3702,"ITK","No"
"ENSGALG00000052625",NA,NA,NA,"No"
"ENSGALG00000052626",NA,NA,NA,"No"
"ENSGALG00000052627",NA,NA,NA,"No"
"ENSGALG00000052628",NA,NA,NA,"No"
"ENSGALG00000052629",374024,57045,"TWSG1","No"
"ENSGALG00000052630",430853,NA,NA,"No"
"ENSGALG00000052631",NA,NA,NA,"No"
"ENSGALG00000052632",NA,NA,NA,"No"
"ENSGALG00000052633",114482381,NA,"gga-mir-12284","No"
"ENSGALG00000052634",NA,NA,NA,"No"
"ENSGALG00000052635",NA,NA,NA,"No"
"ENSGALG00000052636",NA,NA,NA,"No"
"ENSGALG00000052637",NA,NA,NA,"No"
"ENSGALG00000052638",NA,NA,NA,"No"
"ENSGALG00000052639",NA,NA,NA,"No"
"ENSGALG00000052640",NA,NA,NA,"No"
"ENSGALG00000052641",107054610,201164,"PLD6","No"
"ENSGALG00000052642",NA,NA,NA,"No"
"ENSGALG00000052643",NA,84419,"C15orf48","No"
"ENSGALG00000052644",NA,NA,NA,"No"
"ENSGALG00000052645",NA,NA,NA,"No"
"ENSGALG00000052646",417283,54932,"EXD3","No"
"ENSGALG00000052647",417499,56919,"DHX33","No"
"ENSGALG00000052648",416957,253143,"PRR14L","No"
"ENSGALG00000052649",417957,NA,"HIST1H2B5","No"
"ENSGALG00000052650",101751649,401466,"RBIS","No"
"ENSGALG00000052651",NA,NA,NA,"No"
"ENSGALG00000052652",112530331,283899,"INO80E","No"
"ENSGALG00000052653",497223,56134,"PCDHAC1","No"
"ENSGALG00000052654",NA,NA,NA,"No"
"ENSGALG00000052655",NA,NA,NA,"No"
"ENSGALG00000052656",NA,NA,NA,"No"
"ENSGALG00000052657",NA,NA,NA,"No"
"ENSGALG00000052658",NA,NA,NA,"No"
"ENSGALG00000052659",NA,NA,NA,"No"
"ENSGALG00000052660",NA,NA,NA,"No"
"ENSGALG00000052661",NA,NA,NA,"No"
"ENSGALG00000052662",NA,NA,NA,"No"
"ENSGALG00000052663",NA,NA,NA,"No"
"ENSGALG00000052664",NA,NA,NA,"No"
"ENSGALG00000052665",NA,6936,"GCFC2","Transcription Factor"
"ENSGALG00000052666",107053594,150771,"ITPRIPL1","No"
"ENSGALG00000052667",NA,NA,NA,"No"
"ENSGALG00000052668",NA,NA,NA,"No"
"ENSGALG00000052669",NA,NA,NA,"No"
"ENSGALG00000052670",NA,NA,"U6","No"
"ENSGALG00000052671",NA,NA,NA,"No"
"ENSGALG00000052672",426258,84316,"NAA38","No"
"ENSGALG00000052673",NA,NA,NA,"No"
"ENSGALG00000052674",NA,54884,"RETSAT","No"
"ENSGALG00000052675",NA,NA,NA,"No"
"ENSGALG00000052676",424677,NA,"CYP2J22","No"
"ENSGALG00000052677",NA,NA,NA,"No"
"ENSGALG00000052678",NA,NA,NA,"No"
"ENSGALG00000052679",NA,NA,NA,"No"
"ENSGALG00000052680",NA,NA,NA,"No"
"ENSGALG00000052681",NA,NA,NA,"No"
"ENSGALG00000052682",NA,90204,"ZSWIM1","No"
"ENSGALG00000052683",NA,NA,NA,"No"
"ENSGALG00000052684",NA,27044,"SND1","No"
"ENSGALG00000052685",NA,NA,NA,"No"
"ENSGALG00000052686",417057,NA,NA,"No"
"ENSGALG00000052687",114482961,NA,"gga-mir-12210","No"
"ENSGALG00000052688",NA,NA,NA,"No"
"ENSGALG00000052689",107050235,11273,"ATXN2L","No"
"ENSGALG00000052690",NA,NA,NA,"No"
"ENSGALG00000052691",NA,NA,NA,"No"
"ENSGALG00000052692",NA,NA,NA,"No"
"ENSGALG00000052693",NA,NA,NA,"No"
"ENSGALG00000052694",NA,NA,NA,"No"
"ENSGALG00000052695",NA,NA,NA,"No"
"ENSGALG00000052696",NA,NA,NA,"No"
"ENSGALG00000052697",NA,NA,NA,"No"
"ENSGALG00000052698",NA,NA,NA,"No"
"ENSGALG00000052699",NA,NA,NA,"No"
"ENSGALG00000052700",112533053,NA,"5S_rRNA","No"
"ENSGALG00000052701",NA,NA,NA,"No"
"ENSGALG00000052702",NA,NA,NA,"No"
"ENSGALG00000052703",NA,2204,"FCAR","No"
"ENSGALG00000052704",NA,NA,NA,"No"
"ENSGALG00000052705",NA,NA,NA,"No"
"ENSGALG00000052706",100857685,NA,NA,"No"
"ENSGALG00000052707",NA,NA,NA,"No"
"ENSGALG00000052708",NA,NA,NA,"No"
"ENSGALG00000052709",NA,NA,NA,"No"
"ENSGALG00000052710",NA,NA,NA,"No"
"ENSGALG00000052711",NA,NA,NA,"No"
"ENSGALG00000052712",107049542,4144,"MAT2A","No"
"ENSGALG00000052713",NA,NA,NA,"No"
"ENSGALG00000052714",NA,NA,NA,"No"
"ENSGALG00000052715",NA,NA,NA,"No"
"ENSGALG00000052716",NA,NA,NA,"No"
"ENSGALG00000052717",NA,NA,NA,"No"
"ENSGALG00000052718",NA,NA,NA,"No"
"ENSGALG00000052719",NA,NA,NA,"No"
"ENSGALG00000052720",NA,NA,NA,"No"
"ENSGALG00000052721",NA,NA,NA,"No"
"ENSGALG00000052722",NA,NA,NA,"No"
"ENSGALG00000052723",102466181,NA,"gga-mir-6637-1","No"
"ENSGALG00000052724",NA,23547,"LILRA4","No"
"ENSGALG00000052725",NA,9611,"NCOR1","No"
"ENSGALG00000052726",NA,NA,NA,"No"
"ENSGALG00000052727",NA,NA,NA,"No"
"ENSGALG00000052728",NA,NA,NA,"No"
"ENSGALG00000052729",NA,NA,NA,"No"
"ENSGALG00000052730",NA,NA,NA,"No"
"ENSGALG00000052731",NA,3987,"LIMS1","No"
"ENSGALG00000052732",NA,NA,NA,"No"
"ENSGALG00000052733",NA,NA,NA,"No"
"ENSGALG00000052734",NA,NA,NA,"No"
"ENSGALG00000052735",NA,NA,NA,"No"
"ENSGALG00000052736",NA,NA,NA,"No"
"ENSGALG00000052737",101751764,168537,"GIMAP7","No"
"ENSGALG00000052738",NA,NA,NA,"No"
"ENSGALG00000052739",NA,NA,NA,"No"
"ENSGALG00000052740",112532221,NA,"U1","No"
"ENSGALG00000052741",NA,NA,NA,"No"
"ENSGALG00000052742",NA,NA,NA,"No"
"ENSGALG00000052743",424026,10123,"ARL4C","No"
"ENSGALG00000052744",NA,NA,NA,"No"
"ENSGALG00000052745",NA,NA,NA,"No"
"ENSGALG00000052746",NA,NA,NA,"No"
"ENSGALG00000052747",NA,NA,NA,"No"
"ENSGALG00000052748",112531333,11338,"U2AF2","No"
"ENSGALG00000052749",NA,NA,NA,"No"
"ENSGALG00000052750",NA,NA,NA,"No"
"ENSGALG00000052751",NA,NA,NA,"No"
"ENSGALG00000052752",NA,NA,NA,"No"
"ENSGALG00000052753",NA,90113,"VWA5B2","No"
"ENSGALG00000052754",NA,NA,NA,"No"
"ENSGALG00000052755",NA,NA,NA,"No"
"ENSGALG00000052756",NA,NA,NA,"No"
"ENSGALG00000052757",NA,NA,NA,"No"
"ENSGALG00000052758",112533067,NA,"5S_rRNA","No"
"ENSGALG00000052759",NA,NA,NA,"No"
"ENSGALG00000052760",395388,220202,"ATOH7","Transcription Factor"
"ENSGALG00000052761",NA,NA,NA,"No"
"ENSGALG00000052762",NA,NA,NA,"No"
"ENSGALG00000052763",419932,7832,"BTG2","Transcription Factor"
"ENSGALG00000052764",NA,NA,NA,"No"
"ENSGALG00000052765",NA,NA,NA,"No"
"ENSGALG00000052766",NA,NA,NA,"No"
"ENSGALG00000052767",NA,NA,NA,"No"
"ENSGALG00000052768",395103,NA,"LDLR","No"
"ENSGALG00000052769",NA,NA,NA,"No"
"ENSGALG00000052770",NA,22995,"CEP152","No"
"ENSGALG00000052771",NA,NA,NA,"No"
"ENSGALG00000052772",NA,NA,NA,"No"
"ENSGALG00000052773",NA,NA,NA,"No"
"ENSGALG00000052774",NA,NA,NA,"No"
"ENSGALG00000052775",NA,NA,NA,"No"
"ENSGALG00000052776",NA,NA,NA,"No"
"ENSGALG00000052777",NA,NA,NA,"No"
"ENSGALG00000052778",NA,NA,"gga-mir-7478","No"
"ENSGALG00000052779",101751046,NA,NA,"No"
"ENSGALG00000052780",NA,NA,NA,"No"
"ENSGALG00000052781",NA,NA,NA,"No"
"ENSGALG00000052782",NA,NA,NA,"No"
"ENSGALG00000052783",NA,NA,NA,"No"
"ENSGALG00000052784",422667,166379,"BBS12","No"
"ENSGALG00000052785",NA,NA,NA,"No"
"ENSGALG00000052786",422301,7739,"ZNF185","No"
"ENSGALG00000052787",NA,NA,NA,"No"
"ENSGALG00000052788",NA,NA,NA,"No"
"ENSGALG00000052789",NA,NA,NA,"No"
"ENSGALG00000052790",NA,NA,NA,"No"
"ENSGALG00000052791",NA,NA,NA,"No"
"ENSGALG00000052792",NA,NA,NA,"No"
"ENSGALG00000052793",NA,NA,NA,"No"
"ENSGALG00000052794",NA,NA,NA,"No"
"ENSGALG00000052795",107055272,NA,NA,"No"
"ENSGALG00000052796",426844,497661,"C18orf32","No"
"ENSGALG00000052797",NA,143244,"EIF5AL1","No"
"ENSGALG00000052798",NA,NA,NA,"No"
"ENSGALG00000052799",NA,NA,NA,"No"
"ENSGALG00000052800",NA,6936,"GCFC2","Transcription Factor"
"ENSGALG00000052801",NA,NA,NA,"No"
"ENSGALG00000052802",NA,NA,"gga-mir-7479-1","No"
"ENSGALG00000052803",NA,NA,NA,"No"
"ENSGALG00000052804",NA,NA,NA,"No"
"ENSGALG00000052805",NA,NA,NA,"No"
"ENSGALG00000052806",NA,NA,NA,"No"
"ENSGALG00000052807",NA,NA,NA,"No"
"ENSGALG00000052808",NA,2204,"FCAR","No"
"ENSGALG00000052809",NA,NA,NA,"No"
"ENSGALG00000052810",NA,NA,NA,"No"
"ENSGALG00000052811",NA,NA,NA,"No"
"ENSGALG00000052812",NA,NA,NA,"No"
"ENSGALG00000052813",NA,NA,NA,"No"
"ENSGALG00000052814",NA,3904,"LAIR2","No"
"ENSGALG00000052815",NA,NA,NA,"No"
"ENSGALG00000052816",107049631,92002,"CCNQ","No"
"ENSGALG00000052817",NA,NA,NA,"No"
"ENSGALG00000052818",NA,NA,NA,"No"
"ENSGALG00000052819",NA,NA,NA,"No"
"ENSGALG00000052820",NA,NA,NA,"No"
"ENSGALG00000052821",107049252,NA,NA,"No"
"ENSGALG00000052822",NA,NA,NA,"No"
"ENSGALG00000052823",NA,NA,NA,"No"
"ENSGALG00000052824",NA,NA,NA,"No"
"ENSGALG00000052825",107049508,55909,"BIN3","No"
"ENSGALG00000052826",NA,NA,NA,"No"
"ENSGALG00000052827",NA,NA,NA,"No"
"ENSGALG00000052828",NA,NA,NA,"No"
"ENSGALG00000052829",101751695,158056,"MAMDC4","No"
"ENSGALG00000052830",NA,NA,NA,"No"
"ENSGALG00000052831",NA,NA,NA,"No"
"ENSGALG00000052832",NA,NA,NA,"No"
"ENSGALG00000052833",NA,NA,NA,"No"
"ENSGALG00000052834",NA,6712,"SPTBN2","No"
"ENSGALG00000052835",NA,NA,NA,"No"
"ENSGALG00000052836",NA,NA,NA,"No"
"ENSGALG00000052837",NA,2768,"GNA12","No"
"ENSGALG00000052838",NA,NA,NA,"No"
"ENSGALG00000052839",NA,NA,NA,"No"
"ENSGALG00000052840",NA,NA,NA,"No"
"ENSGALG00000052841",NA,NA,NA,"No"
"ENSGALG00000052842",415845,29123,"ANKRD11","No"
"ENSGALG00000052843",NA,NA,NA,"No"
"ENSGALG00000052844",NA,NA,NA,"No"
"ENSGALG00000052845",NA,NA,NA,"No"
"ENSGALG00000052846",NA,NA,NA,"No"
"ENSGALG00000052847",NA,NA,NA,"No"
"ENSGALG00000052848",427369,NA,NA,"No"
"ENSGALG00000052849",NA,NA,NA,"No"
"ENSGALG00000052850",112532960,NA,"AC092630.1","No"
"ENSGALG00000052851",NA,NA,NA,"No"
"ENSGALG00000052852",NA,NA,NA,"No"
"ENSGALG00000052853",NA,NA,NA,"No"
"ENSGALG00000052854",NA,NA,NA,"No"
"ENSGALG00000052855",NA,NA,NA,"No"
"ENSGALG00000052856",NA,NA,NA,"No"
"ENSGALG00000052857",NA,NA,NA,"No"
"ENSGALG00000052858",107051687,NA,NA,"No"
"ENSGALG00000052859",NA,NA,NA,"No"
"ENSGALG00000052860",NA,NA,NA,"No"
"ENSGALG00000052861",NA,NA,NA,"No"
"ENSGALG00000052862",NA,NA,NA,"No"
"ENSGALG00000052863",NA,NA,NA,"No"
"ENSGALG00000052864",NA,NA,NA,"No"
"ENSGALG00000052865",NA,NA,NA,"No"
"ENSGALG00000052866",NA,NA,NA,"No"
"ENSGALG00000052867",NA,57010,"CABP4","No"
"ENSGALG00000052868",100857779,375033,"PEAR1","No"
"ENSGALG00000052869",NA,NA,NA,"No"
"ENSGALG00000052870",NA,NA,NA,"No"
"ENSGALG00000052871",NA,NA,NA,"No"
"ENSGALG00000052872",NA,NA,NA,"No"
"ENSGALG00000052873",771487,23005,"MAPKBP1","No"
"ENSGALG00000052874",NA,NA,NA,"No"
"ENSGALG00000052875",NA,NA,NA,"No"
"ENSGALG00000052876",107049095,NA,NA,"No"
"ENSGALG00000052877",NA,NA,NA,"No"
"ENSGALG00000052878",NA,NA,"gga-mir-7479-1","No"
"ENSGALG00000052879",NA,NA,NA,"No"
"ENSGALG00000052880",NA,NA,NA,"No"
"ENSGALG00000052881",107049090,NA,NA,"No"
"ENSGALG00000052882",100857299,NA,NA,"No"
"ENSGALG00000052883",NA,5858,"PZP","No"
"ENSGALG00000052884",NA,NA,NA,"No"
"ENSGALG00000052885",NA,NA,NA,"No"
"ENSGALG00000052886",NA,NA,NA,"No"
"ENSGALG00000052887",107080643,874,"CBR3","No"
"ENSGALG00000052888",NA,NA,NA,"No"
"ENSGALG00000052889",NA,NA,NA,"No"
"ENSGALG00000052890",NA,NA,NA,"No"
"ENSGALG00000052891",NA,NA,NA,"No"
"ENSGALG00000052892",NA,283571,"PROX2","Transcription Factor"
"ENSGALG00000052893",NA,NA,NA,"No"
"ENSGALG00000052894",NA,5903,"RANBP2","No"
"ENSGALG00000052895",NA,NA,NA,"No"
"ENSGALG00000052896",NA,NA,NA,"No"
"ENSGALG00000052897",NA,NA,NA,"No"
"ENSGALG00000052898",NA,NA,NA,"No"
"ENSGALG00000052899",NA,NA,NA,"No"
"ENSGALG00000052900",NA,NA,NA,"No"
"ENSGALG00000052901",NA,NA,NA,"No"
"ENSGALG00000052902",112530046,NA,"SNORD1B","No"
"ENSGALG00000052903",NA,9585,"KIF20B","No"
"ENSGALG00000052904",NA,NA,NA,"No"
"ENSGALG00000052905",NA,NA,NA,"No"
"ENSGALG00000052906",NA,NA,NA,"No"
"ENSGALG00000052907",NA,NA,NA,"No"
"ENSGALG00000052908",NA,NA,NA,"No"
"ENSGALG00000052909",NA,NA,NA,"No"
"ENSGALG00000052910",NA,NA,NA,"No"
"ENSGALG00000052911",NA,NA,NA,"No"
"ENSGALG00000052912",NA,NA,NA,"No"
"ENSGALG00000052913",114482312,NA,"gga-mir-12270","No"
"ENSGALG00000052914",NA,NA,NA,"No"
"ENSGALG00000052915",NA,NA,NA,"No"
"ENSGALG00000052916",NA,NA,NA,"No"
"ENSGALG00000052917",NA,NA,NA,"No"
"ENSGALG00000052918",101750889,2811,"GP1BA","No"
"ENSGALG00000052919",NA,NA,NA,"No"
