# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr2_96890408_96892041	SEMA4C (-21254), FAHD2B (+203614)
chr4_85113650_85114055	ARHGAP24 (-361261), WDFY3 (-147462)
chr8_48324047_48324538	UBE2V2 (+315893), EFCAB1 (+410939)
chr14_51512433_51512866	FRMD6 (-139297), TMX1 (+272482)
chr18_74742753_74743071	ZNF407 (+111892), ZADH2 (+466436)
chr4_184893930_184894361	HELT (-124695), ACSL1 (-67328)
chr2_194256275_194256743	NONE
chr12_27493431_27493863	PPFIBP1 (-30559), SMCO2 (+26837)
chr2_169755306_169755810	SSB (-43721), KLHL23 (+21712)
chr5_51097867_51098315	ISL1 (-285300), PARP8 (+431153)
chr6_79263254_79263654	HMGN3 (-28716), LCA5 (+273976)
chr3_138125569_138126225	DZIP1L (-10288), A4GNT (+6490)
chr2_217515653_217515981	TNP1 (-655753), TNS1 (+428311)
chr15_88781928_88782293	ACAN (-21332), ISG20 (+143368)
chr10_46218660_46219677	MSMB (-172900), ANTXRL (-67829)
chr15_47003344_47003971	SEMA6D (-714831)
chr3_144907495_144908004	C3orf58 (+935952)
chr4_177455617_177455934	AGA (-13273)
chr2_72002336_72002661	CYP26B1 (+145539), DYSF (+535797)
chr19_20179711_20180306	ZNF486 (+12735), ZNF737 (+385726)
chr1_168709253_168709925	DPT (+19675), XCL1 (+133116)
chr9_80755525_80755922	TLE1 (+933581)
chrY_15848131_15848576	NONE
chr7_23197608_23198094	GPNMB (-48846), NUPL2 (+16024)
chr8_32476821_32477458	NRG1 (-71495)
chr12_115232893_115233688	TBX3 (-549701)
chr3_55143473_55143853	LRTM1 (-215589), WNT5A (+343979)
chr10_30028704_30029239	SVIL (-394000), JCAD (+30552)
chr11_74956561_74956976	NEU3 (-31365), SPCS2 (+7522)
chr19_44639171_44639680	PVR (-4372)
chr4_186789524_186789972	FAT1 (-65893)
chr10_77746186_77746695	KCNMA1 (-108666), DLG5 (+180085)
chr11_87347666_87348091	TMEM135 (+309872), RAB38 (+827588)
chr5_172314914_172315838	UBTD2 (-31305), SH3PXD2B (+139147)
chr11_114668026_114668529	NXPE4 (-72516), NXPE2 (-10108)
chr10_10614377_10614910	CELF2 (-403286)
chr6_144873875_144874213	UTRN (+582215), EPM2A (+861811)
chr9_120233606_120234199	BRINP1 (-864436), CDK5RAP2 (+346255)
chr1_68801569_68802124	LRRC7 (-958328), DEPDC1 (-304733)
chr14_50932734_50933322	PYGL (+11708), ABHD12B (+60868)
chr2_151381406_151381733	RIF1 (-28371), TNFAIP6 (+23978)
chrX_3286352_3286824	MXRA5 (+60053), ARSF (+245117)
chr10_43736957_43737387	ZNF32 (-88468), CXCL12 (+647877)
chr10_5185570_5186257	AKR1C4 (-9549), AKR1C3 (+92121)
chr16_63174917_63175483	NONE
chr4_64146102_64146633	TECRL (+263094)
chr17_5912601_5913387	NLRP1 (-328482), WSCD1 (-156112)
chr20_11044597_11044995	BTBD3 (-846032), JAG1 (-370689)
chr5_33524621_33524987	TARS (+83839), ADAMTS12 (+367388)
chr7_24255770_24256341	NPY (-28132), STK31 (+545889)
chr13_106633461_106633849	ARGLU1 (-65491)
chr12_28821788_28822308	FAR2 (-327152), CCDC91 (+631602)
chr15_46879147_46879618	SEMA6D (-839106)
chr4_47390621_47391069	COMMD8 (+72874), GABRB1 (+359485)
chr1_76012769_76013430	ASB17 (-80669), ST6GALNAC3 (-61619)
chr6_52761686_52762565	GSTA2 (+1443), TMEM14A (+91017)
chr9_88933850_88934230	C9orf47 (-56888), NXNL2 (+398939)
chr17_35337177_35337744	SLFN11 (+36159), SLFN5 (+94425)
chr13_26418027_26418547	WASF3 (-139463), CDK8 (+164148)
chr4_75384990_75386107	THAP6 (-128924), PARM1 (+452433)
chr4_134216131_134217177	PABPC4L (-14906)
chr8_128900720_128900998	GSDMC (+886029)
chr1_3441149_3441555	ARHGEF16 (-13074), PRDM16 (+372141)
chr2_18792193_18792504	NT5C1B-RDH14 (-202787), OSR1 (+566304)
chr2_41379903_41380328	SLC8A1 (-867755), PKDCC (-667904)
chr1_184822870_184823395	EDEM3 (-68220), FAM129A (+151417)
chr1_183276473_183276914	LAMC2 (+90406), NMNAT2 (+141908)
chr4_58306392_58306912	NONE
chr6_118203189_118203784	PLN (-344811), SLC35F1 (+295961)
chr2_146912665_146913081	ACVR2A (-931644)
chr2_88265545_88266004	THNSL2 (+94315), FOXI3 (+186881)
chr11_18908585_18909010	PTPN5 (-116956), MRGPRX1 (+26204)
chr2_168992897_168993349	ABCB11 (+38199), G6PC2 (+91883)
chr4_54955621_54956218	KDR (+169669), KIT (+298002)
chr2_37625122_37625566	CDC42EP3 (+46847), QPCT (+280770)
chr2_59900979_59901324	BCL11A (+652346)
chr16_5405968_5406445	RBFOX1 (-613496), EEF2KMT (-308399)
chr3_59319915_59320597	FAM3D (-653408)
chr4_14816538_14816895	CPEB2 (-185957)
chr2_143622267_143622832	ARHGAP15 (+493236), GTDC1 (+613190)
chr10_76937172_76937636	KCNMA1 (+700371)
chr2_36125846_36126193	CRIM1 (-229906)
chr1_220654846_220655408	C1orf115 (-34718), MARK1 (+126944)
chr19_28940970_28941436	UQCRFS1 (+272338)
chr4_81889405_81889837	RASGEF1B (-417706), HNRNPD (+484335)
chr7_156241343_156241688	SHH (-429243), RNF32 (-399268)
chr11_17434940_17435429	KCNJ11 (-46526), ABCC8 (+41660)
chr20_23000269_23001183	FOXA2 (-416263), SSTR4 (-34660)
chrY_7031234_7031639	TBL1Y (+120751)
chr9_24218039_24218433	ELAVL2 (-392171), IZUMO3 (+327440)
chr19_34386823_34387356	ENSG00000266953 (-9225), GPI (+22350)
chr13_97121812_97122179	OXGR1 (-127646), MBNL2 (-100300)
chr3_42349749_42350215	CCK (-83775), LYZL4 (+60618)
chr1_172821546_172821896	FASLG (+162703), TNFSF18 (+229242)
chr11_110896520_110896846	COLCA2 (-401872), ARHGAP20 (-183955)
chr2_112901646_112902165	IL1B (-65003), IL37 (-11065)
chr21_38440623_38441190	KCNJ15 (+184166), ERG (+220787)
chr17_58313894_58314305	MPO (-33165), TSPOAP1 (+13984)
chr8_121306255_121306699	SNTB1 (-493204), HAS2 (+334913)
chr9_41740677_41742185	CBWD6 (-551995), CNTNAP3B (+388056)
chr2_44277517_44278277	SLC3A1 (+2437), PREPL (+83597)
chr2_30368302_30368663	LCLAT1 (-78774), LBH (+136952)
chr2_213766305_213767069	VWC2L (-644378), SPAG16 (+482298)
chr1_41783300_41783856	EDN2 (-298907), HIVEP3 (+134920)
chr9_120169174_120169752	BRINP1 (-799996), CDK5RAP2 (+410695)
chr22_45169853_45170365	UPK3A (-114873), NUP50 (+6268)
chr11_19907999_19908411	NAV2 (+194608), DBX1 (+252408)
chr2_150972455_150973034	RND3 (-485078), RBM43 (+289134)
chr4_127209847_127210190	INTU (-422913)
chr16_65489577_65489989	CDH5 (-876847), CDH11 (-367585)
chr13_27396098_27396671	GTF3A (-28159), RASL11A (+126058)
chr17_49121980_49122275	B4GALNT2 (-10839), IGF2BP1 (+124716)
chr4_44513273_44513785	KCTD8 (-64722), YIPF7 (+138112)
chr15_27510298_27510597	GABRG3 (+539166), OCA2 (+588910)
chr5_85805673_85806049	COX7C (-812095)
chr6_133907958_133908346	TBPL1 (-45043), TCF21 (+19014)
chr7_97453938_97454589	TAC1 (-277644), SDHAF3 (+337674)
chr3_2623490_2623805	CNTN4 (+384819), IL5RA (+486726)
chr20_39875306_39875865	MAFB (+813654), DHX35 (+913251)
chr8_32754334_32754743	NRG1 (+205904), FUT10 (+718883)
chr8_55622940_55623511	TGS1 (-149916), XKR4 (+520837)
chr14_26056176_26056516	NOVA1 (+541408)
chr3_46400181_46400600	CCRL2 (-7167), CCR5 (+29537)
chr2_177832457_177833014	TTC30A (-213770), PDE11A (+240019)
chr12_93639012_93639673	CRADD (-38374), SOCS2 (+67662)
chr3_55668228_55668860	WNT5A (-180902), ERC2 (+799819)
chr2_118477096_118477660	EN1 (+370300), INSIG2 (+388904)
chr11_45185259_45185680	PRDM11 (+38127), SYT13 (+100849)
chr20_17519456_17519799	BFSP1 (+11741), PCSK2 (+292637)
chr6_24334524_24334905	KAAG1 (-22188), NRSN1 (+208529)
chr12_88763690_88764046	KITLG (-183407), DUSP6 (+589403)
chr5_76964171_76964508	AGGF1 (-66045), CRHBP (+11627)
chr3_64623162_64623602	PRICKLE2 (-397901), ADAMTS9 (+64618)
chr10_130986886_130987417	PPP2R2D (-913492), GLRX3 (+850753)
chr8_124644000_124644383	MTSS1 (+84081), NDUFB9 (+105089)
chrX_66001886_66002217	VSIG4 (+38055), MSN (+334382)
chr11_133047563_133048207	OPCML (-104214), SPATA19 (+797616)
chr18_54598693_54599075	RAB27B (-229315), DYNAP (+7725)
chr13_64704391_64704751	NONE
chr7_125922010_125922569	POT1 (-992309)
chr18_79600948_79601667	CTDP1 (-78493), NFATC1 (+205083)
chr1_209505933_209506581	CAMK1G (-77460)
chr16_79186216_79186596	MAF (+414308)
chr11_12573196_12574321	TEAD1 (-100832), PARVA (+196574)
chr11_75147170_75148000	SLCO2B1 (-3402)
chr12_50689308_50690121	ATF1 (-74577), DIP2B (+184608)
chr4_16413904_16414457	TAPT1 (-187640), LDB2 (+484628)
chr8_121631732_121632156	SNTB1 (-818671), HAS2 (+9446)
chr16_11133374_11133966	SOCS1 (+122509), CLEC16A (+189182)
chr15_86490007_86490711	AGBL1 (+346637)
chr10_6239022_6239585	PFKFB3 (+92988), PRKCQ (+340997)
chr10_16698141_16698915	C1QL3 (-176523), RSU1 (+118855)
chr1_78200131_78200700	PTGFR (-290656), GIPC2 (+154514)
chr2_147546023_147546532	ACVR2A (-298239)
chr3_16024402_16025008	ANKRD28 (-164934), GALNT15 (-149944)
chr12_85440208_85440584	ALX1 (+160289), RASSF9 (+396174)
chr3_2133131_2133438	CNTN4 (-105544)
chr7_133976117_133976604	LRGUK (-150938), EXOC4 (+723288)
chrX_88694673_88695187	CPXCR1 (-52295)
chr1_226834100_226834616	ITPKB (-95183), PSEN2 (-36205)
chr3_171980653_171981093	FNDC3B (-59681), TMEM212 (+137524)
chr3_164021277_164021662	NONE
chr4_56692733_56693216	HOPX (-11269), SPINK2 (+128767)
chr2_236743236_236743783	COPS8 (-341802), ACKR3 (+173869)
chrX_12145417_12145835	PRPS2 (-645780), FRMPD4 (+7160)
chr12_52580248_52580888	KRT74 (-6743), KRT72 (+20970)
chr1_186221719_186222133	PRG4 (-74353), HMCN1 (+487375)
chrX_44039363_44040157	NDP (-66256), EFHC2 (+303912)
chr8_17082883_17083587	ZDHHC2 (-72794), MICU3 (+55997)
chr10_37316239_37316657	ANKRD30A (+190591), MTRNR2L7 (+286526)
chr10_37866085_37866897	ZNF248 (-8881), ZNF25 (+110142)
chr2_69695226_69695683	AAK1 (-51738), ANXA4 (-46519)
chr11_122028516_122028958	BLID (+87478), SORL1 (+576534)
chr18_39020071_39020458	NONE
chr5_33899373_33899747	RXFP3 (-36826), ADAMTS12 (-7368)
chr13_52053524_52053901	UTP14C (+29022), NEK5 (+75365)
chr18_44474018_44474499	SETBP1 (-206639)
chr5_5970124_5970703	MED10 (+408180), ICE1 (+547720)
chr2_122480695_122481114	TSN (+725372)
chr2_237290981_237291809	COL6A3 (+122980), COPS8 (+206083)
chr16_25553757_25554583	ZKSCAN2 (-296239), HS3ST4 (-137856)
chr1_4803273_4803972	AJAP1 (+148578)
chr6_166494898_166495533	MPC1 (-112218), RPS6KA2 (+367295)
chr13_50676456_50677261	RNASEH2B (-232819), KCNRG (+661605)
chr6_166678325_166678737	MPC1 (-295533), RPS6KA2 (+183980)
chrX_113081179_113081527	AMOT (-258227)
chr10_90218893_90219365	KIF20B (+517512), HTR7 (+638569)
chrX_35711285_35711691	NONE
chr6_44400681_44401046	RUNX2 (-927505), CDC5L (+13339)
chrX_13272309_13272713	FAM9C (-227909), ATXN3L (+47888)
chr5_263467_263951	PDCD6 (-7912), SDHA (+45468)
chr3_187490523_187491086	RTP4 (+122473), SST (+179594)
chr2_162474187_162474964	GCA (+130488), KCNH7 (+364042)
chr8_31458192_31458548	WRN (+424569)
chr12_88184014_88184473	TMTC3 (+41948), KITLG (+396217)
chr20_11159443_11159809	BTBD3 (-731202), JAG1 (-485519)
chr2_43305302_43306129	ZFP36L2 (-79107), THADA (+290258)
chr5_75859440_75859983	SV2C (-223460), POC5 (-142231)
chr11_16006576_16006978	SOX6 (+469611), INSC (+894353)
chr21_38179155_38179635	KCNJ15 (-77346), DSCR8 (+57922)
chr7_21007998_21008356	SP4 (-419857), SP8 (-221291)
chr8_60583711_60584007	CHD7 (-94919), RAB2A (+67002)
chrX_43644202_43644645	PPP1R2P9 (-866177), MAOA (-11795)
chr2_122078547_122078907	TSN (+323194)
chr2_12514440_12515308	TRIB2 (-202015), LPIN1 (+837279)
chr11_124357748_124358084	OR8D1 (-43967), OR8B2 (+26546)
chr1_233233433_233234124	PCNX2 (+61934), NTPCR (+283155)
chr20_37857352_37857794	VSTM2L (-45531), CTNNBL1 (+163567)
chr6_168253136_168253520	FRMD1 (-174169), DACT2 (+66394)
chr4_25569047_25569385	SLC34A2 (-86628), ANAPC4 (+191923)
chr22_30054650_30055021	HORMAD2 (-25338), MTMR3 (+171681)
chr3_140802764_140803222	SLC25A36 (-138894), TRIM42 (+124954)
chr13_30006214_30006957	UBL3 (-155902), KATNAL1 (+300898)
chr18_6561512_6562121	ARHGAP28 (-272658), L3MBTL4 (-194134)
chr12_84741745_84742225	SLC6A15 (+170891)
chr12_29065732_29066412	FAR2 (-83128), CCDC91 (+875626)
chr11_62491827_62492367	AHNAK (+54738), SCGB1A1 (+73062)
chr19_35379928_35380574	FFAR2 (-68050), GPR42 (+8961)
chr9_35383826_35384435	RUSC2 (-154501), UNC13B (+222139)
chr13_37131330_37131756	CSNK1A1L (-25879), POSTN (+467301)
chr3_140710873_140712008	SLC25A36 (-230446), TRIM42 (+33402)
chr2_19733531_19733942	OSR1 (-375084), TTC32 (+168249)
chr2_38712525_38712997	SRSF7 (+38733), GALM (+46851)
chr18_58622764_58623499	ALPK2 (+5825), NEDD4L (+578754)
chr11_42877028_42877537	API5 (-434706)
chr5_147003368_147003805	GPR151 (-487397), PPP2R2B (+52440)
chr15_47750173_47750884	SLC24A5 (-370443), SEMA6D (+32040)
chr20_61266032_61266393	CDH4 (+13787), TAF4 (+799597)
chr13_34752460_34752898	NBEA (-189608), RFC3 (+934630)
chr8_1500250_1500835	DLGAP2 (-823)
chr2_28135821_28136262	FOSL2 (-256816), RBKS (-244944)
chr17_20236632_20237011	SPECC1 (+149800), LGALS9B (+230713)
chr17_5711401_5712333	WSCD1 (-357239), NLRP1 (-127355)
chr3_186467756_186468272	DGKG (-105777), CRYGS (+78688)
chr11_67779275_67779849	ALDH3B2 (-104931), UNC93B1 (+224561)
chr2_37758389_37759603	RMDN2 (-191467), CDC42EP3 (-86805)
chr5_106962634_106963242	EFNA5 (+707957)
chr5_157046112_157046719	TIMD4 (-83161), HAVCR1 (+12060)
chr8_130895216_130895698	ASAP1 (-451797), ADCY8 (+146969)
chr1_230526992_230527297	COG2 (-115347), PGBD5 (-100774)
chr6_33886450_33887141	MLN (-82785), GRM4 (+259284)
chr4_25139936_25140311	LGI2 (-109245), SEPSECS (+20318)
chr8_67518864_67519544	ARFGEF1 (-175527), CPA6 (+227181)
chr5_13506429_13506933	DNAH5 (+437862)
chr1_5365518_5365946	NPHP4 (+626739), AJAP1 (+710687)
chr3_17135837_17136657	PLCL2 (+251288), TBC1D5 (+563773)
chr11_128759353_128760058	FLI1 (+65936), KCNJ1 (+82828)
chr6_21679066_21679868	SOX4 (+86699), PRL (+618034)
chr12_95746098_95746641	USP44 (-194880), NTN4 (+44388)
chr11_113519736_113520547	DRD2 (-44753), TMPRSS5 (+186231)
chr5_16520984_16522267	ZNF622 (-55834), RETREG1 (+95432)
chr6_40193191_40193634	MOCS1 (-265697), LRFN2 (+394052)
chr3_122489908_122490379	WDR5B (-74093), KPNA1 (+24784)
chr17_13758866_13759207	COX10 (-310492), HS3ST3A1 (-157110)
chr3_31075886_31076315	STT3B (-456689), GADL1 (-181336)
chr5_38642066_38642908	OSMR (-203512), LIFR (-47083)
chr4_123706705_123707507	SPRY1 (+310311)
chr7_15906550_15906929	MEOX2 (-219928), ISPD (+514582)
chr15_68424837_68425215	ITGA11 (+7136), FEM1B (+147223)
chr2_211413217_211414404	CPS1 (+936102)
chr2_107645561_107645975	ST6GAL2 (-759122), RGPD4 (-181169)
chr2_201685072_201685495	TMEM237 (-41767), MPP4 (+13410)
chr15_90705229_90705649	BLM (-11888), CRTC3 (+175371)
chr1_157429747_157430625	ETV3 (-291819), FCRL5 (+122334)
chr10_33935402_33935935	NRP1 (-599407), PARD3 (+879652)
chr6_139386241_139386931	CITED2 (-12373)
chr4_16568646_16569201	TAPT1 (-342383), LDB2 (+329885)
chr1_157462091_157462558	ETV3 (-323958), FCRL5 (+90195)
chr5_72517881_72518665	TNPO1 (-298039), ZNF366 (-10546)
chr2_55247054_55247419	RPS27A (+14835), MTIF2 (+22011)
chr4_163195384_163195710	NAF1 (-28626), NPY1R (+137315)
chr11_70324047_70324942	CTTN (-74046), PPFIA1 (+53795)
chr9_33151132_33151536	SMU1 (-74675), B4GALT1 (+16022)
chr17_68725186_68725870	FAM20A (-124139), ABCA8 (+229713)
chr9_7387746_7388329	DMAC1 (+412029), KDM4C (+630382)
chr4_9715901_9716483	DRD5 (-65488), DEFB131A (+271658)
chr3_55544004_55544570	WNT5A (-56645), ERC2 (+924076)
chr7_24377049_24377936	MPP6 (-195853), NPY (+93305)
chr11_112805793_112806085	PLET1 (-545079), NCAM1 (-155336)
chr19_53443904_53444451	ZNF761 (-3059)
chr9_7258352_7259428	KDM4C (+501234), DMAC1 (+541177)
chr16_88245301_88246006	ZNF469 (-181817), BANP (+275636)
chr9_25125794_25126604	IZUMO3 (-580523)
chr11_115280046_115281243	CADM1 (+223920), NXPE2 (+602259)
chr11_62368879_62369344	SCGB1A1 (-49923), ASRGL1 (+31664)
chr13_66212261_66212569	NONE
chr3_46236367_46236766	CCR1 (-28171), CCR3 (-5814)
chr8_136452416_136452814	KHDRBS3 (+995158)
chr12_119381689_119382134	TMEM233 (-211547), CCDC60 (+47200)
chr17_57752036_57752817	CCDC182 (-7115), MRPS23 (+97629)
chr5_13524935_13525315	DNAH5 (+419418)
chr11_72773330_72773661	ARAP1 (-21093), STARD10 (+20185)
chr4_57043704_57044174	NOA1 (-65116), IGFBP7 (+66446)
chr1_44000304_44000622	CCDC24 (+8855), SLC6A9 (+16862)
chrX_48555676_48556245	RBM3 (-18563), TBC1D25 (+16504)
chr10_131400432_131401143	PPP2R2D (-499856)
chr20_19512251_19513439	RIN2 (-373676), SLC24A3 (+300199)
chr18_58097334_58097811	NEDD4L (+53195), ALPK2 (+531384)
chr3_33140208_33141216	CRTAP (+26733), SUSD5 (+78503)
chr14_70004858_70005526	SMOC1 (+125776), SLC8A3 (+183878)
chr7_138314100_138314480	TRIM24 (-146044), AKR1D1 (+237813)
chr9_108117937_108118322	KLF4 (-628484), ACTL7B (+738837)
chr5_8935621_8936688	SEMA5A (+609920)
chr2_123128944_123129726	CNTNAP5 (-895952)
chr10_78507471_78508135	ZMIZ1 (-561232), RPS24 (+474043)
chr18_61896803_61897136	RNF152 (-3211)
chr7_157895051_157895434	DNAJB6 (+558277), PTPRN2 (+692436)
chr1_202551468_202552055	SYT2 (+91691), PPP1R12B (+203063)
chr11_86423230_86423854	CCDC81 (+48650), ME3 (+249094)
chr8_83188549_83189389	RALYL (-995906)
chr2_99673934_99674387	REV1 (-184126), AFF3 (+431967)
chr1_231446263_231446573	TSNAX-DISC1 (-82235), EGLN1 (-21374)
chrX_91108893_91109258	PABPC5 (-325748)
chr7_84535647_84536775	SEMA3A (-341310), SEMA3D (+585724)
chr1_234281896_234282422	COA6 (-91297), SLC35F3 (+377226)
chr5_124301753_124302525	ZNF608 (+443286), CSNK1G3 (+756505)
chr22_34879002_34879440	LARGE1 (-958800), ISX (-186915)
chr4_138301589_138301919	NOCT (-714035), SLC7A11 (-59405)
chr7_78680579_78681117	MAGI2 (+772726), PHTF2 (+882043)
chr3_143222442_143223197	CHST2 (+103489), SLC9A9 (+625711)
chr1_178509433_178510008	TEX35 (-3356)
chr5_24022731_24023525	PRDM9 (+515513), CDH10 (+621850)
chr22_33381827_33382499	SYN3 (-323791), LARGE1 (+538258)
chr8_143223456_143224056	ZFP41 (-23172), GPIHBP1 (+10563)
chr5_81189980_81190437	CKMT2 (-43115), RASGRF2 (+229537)
chr3_150171251_150171568	TSC22D2 (-236925), PFN2 (-200301)
chr15_70483434_70483791	TLE3 (-385437), UACA (+279980)
chr15_80233581_80234059	CTXND1 (+18393), FAH (+81040)
chr11_115699676_115700382	CADM1 (-195464)
chr3_190133667_190134255	P3H2 (-13032), CLDN1 (+188514)
chr15_33785306_33785863	CHRM5 (-183303), RYR3 (+474640)
chr6_111691208_111691854	TRAF3IP2 (-85253), FYN (+181921)
chr1_245444215_245444684	KIF26B (+289465)
chr11_37184130_37184905	RAG2 (-586239)
chr11_66820629_66821202	RCE1 (-22496), C11orf80 (+76180)
chr18_34098096_34098519	NOL4 (+125243), ASXL3 (+519731)
chr22_22681490_22682107	IGLL5 (-205981), GGTLC2 (+35453)
chr7_51995466_51996172	COBL (-679001)
chr19_31518388_31519576	ZNF507 (-826612), TSHZ3 (-169435)
chr16_11078798_11080215	CLEC16A (+135019), SOCS1 (+176672)
chr13_106467564_106468011	EFNB2 (+67326)
chr10_12720251_12720627	CCDC3 (+281258), CAMK1D (+370957)
chr13_35797007_35797609	MAB21L1 (-320099), DCLK1 (+333998)
chr2_38154618_38156084	CYP1B1 (-79170), ATL2 (+221911)
chr3_65385971_65386269	ADAMTS9 (-698120), MAGI1 (+652188)
chr2_236870422_236870759	COPS8 (-214721), ACKR3 (+300950)
chr8_28206676_28207152	PNOC (-110218), ELP3 (+114076)
chr15_45048647_45049411	SORD (+25925), DUOX2 (+65132)
chr16_56382908_56383476	AMFR (+42346), GNAO1 (+191409)
chr3_35114727_35115040	ARPP21 (-564901)
chr11_113267015_113267711	TTC12 (-48878), NCAM1 (+306088)
chr2_143812266_143812952	GTDC1 (+423131), ARHGAP15 (+683295)
chr10_60990699_60991493	RHOBTB1 (-46849), TMEM26 (+462354)
chr17_51740619_51740901	CA10 (+417967), UTP18 (+480232)
chr20_50700381_50701625	PARD6B (-30541), PTPN1 (+190649)
chr10_24344908_24345357	KIAA1217 (+135969), ARHGAP21 (+378535)
chr5_116671246_116671973	SEMA6A (-97215)
chr1_99959342_99959723	SLC35A3 (-10903), AGL (+109044)
chr1_206178112_206179082	AVPR1B (-61242), FAM72A (+24276)
chr9_64478869_64479666	FOXD4L5 (+805941)
chr10_130605998_130606461	GLRX3 (+469831)
chrX_122610072_122610454	GRIA3 (-573980)
chr10_121357543_121357996	FGFR2 (+240633), WDR11 (+506595)
chr12_25866585_25867298	LMNTD1 (-313659), RASSF8 (-92116)
chr7_6995371_6996062	C1GALT1 (-186898), CCZ1B (-168947)
chr17_11178479_11179036	PIRT (-340313), SHISA6 (-62505)
chr16_88961338_88962248	PABPN1L (-95175), CBFA2T3 (+15411)
chr6_148912360_148913237	TAB2 (-408253), UST (+165471)
chr11_1683414_1684170	KRTAP5-6 (-13403), KRTAP5-5 (+54017)
chr2_8312837_8313539	ID2 (-365657)
chr17_43372407_43372798	ARL4D (-26356), TMEM106A (+160728)
chr16_65673025_65673439	CDH5 (-693398), CDH11 (-551034)
chr1_64598134_64598601	RAVER2 (-146727), CACHD1 (+127576)
chr5_165135357_165135953	NONE
chr2_131817000_131817575	GPR39 (-599286), MZT2A (-324866)
chr3_192505916_192506459	FGF12 (-97139), MB21D2 (+411973)
chr12_54700013_54700822	MUCL1 (-154119), DCD (-51925)
chrX_72220494_72220821	ERCC6L (+18389), PIN4 (+38979)
chr17_83026479_83027208	ZNF750 (-186266), B3GNTL1 (+24966)
chr10_47092915_47093401	GDF10 (-207228), PTPN20 (+160735)
chr7_25967371_25967849	NPVF (-739124), NFE2L3 (-184630)
chr10_8071774_8072235	GATA3 (+17312)
chr9_65503982_65504895	FOXD4L5 (-219230), CBWD5 (-171360)
chr8_33793683_33794251	DUSP26 (-193861)
chr11_117281205_117281801	BACE1 (+34753), RNF214 (+48878)
chr13_77975504_77976294	EDNRB (-56131), POU4F1 (+627661)
chr9_106480990_106481504	ZNF462 (-381850), TMEM38B (+786703)
chr3_172530481_172530940	TNFSF10 (-7204), NCEH1 (+180507)
chr5_83784677_83785536	HAPLN1 (-63494), EDIL3 (+599686)
chr2_177024687_177025162	HNRNPA3 (-187638), MTX2 (+755506)
chr18_28041311_28041783	CHST9 (-856230), CDH2 (+135899)
chr6_133654458_133654809	TCF21 (-234504), EYA4 (+413048)
chr7_75237485_75238485	TRIM73 (-157644), GTF2IRD2B (+145404)
chr6_99331417_99332048	FBXL4 (-383807), FAXC (+17922)
chr16_18989024_18989571	COQ7 (-78301), TMC7 (+5364)
chr1_192558956_192559797	RGS1 (-16350), RGS21 (+242385)
chr7_2945151_2945871	GNA12 (-101187), CARD11 (+98434)
chr3_100534495_100535068	ADGRG7 (-74807), TMEM45A (+42163)
chrX_36995193_36995748	ENSG00000250349 (-353859)
chr1_224819606_224820253	DNAH14 (-109737), CNIH3 (+203637)
chr2_133606531_133606952	MGAT5 (-513440), NCKAP5 (-38282)
chr6_32566731_32567183	HLA-DRB5 (-36670), HLA-DRB1 (+22891)
chr9_41367056_41368067	CBWD6 (-178126), CNTNAP3B (+761925)
chr9_42965085_42965858	SPATA31A6 (+781813)
chr7_34891206_34892155	DPY19L1 (+146360), NPSR1 (+233272)
chr8_121609530_121610028	SNTB1 (-796506), HAS2 (+31611)
chr11_7543595_7544361	PPFIBP2 (+30208), CYB5R2 (+130230)
chr1_168774169_168774711	ATP1B1 (-331257), DPT (-45176)
chrY_4035848_4036522	TGIF2LY (+457070)
chr11_77958743_77959264	INTS4 (+35674), AAMDC (+137849)
chr4_2595241_2595772	RNF4 (+115654), TNIP2 (+160869)
chr5_176197357_176197701	THOC3 (-229230), SIMC1 (-40962)
chr3_581726_582214	CNTN6 (-510606), CHL1 (+385374)
chr3_130147457_130147920	COL6A5 (-197827), ALG1L2 (+65858)
