# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr11_19816965_19818286	NAV2 (+104029), DBX1 (+342987)
chr11_93642464_93642881	SMCO4 (-99165), CEP295 (-18966)
chr13_85412460_85412802	SLITRK6 (+386857)
chr22_31891443_31891909	YWHAH (-52785), DEPDC5 (+137653)
chr13_84000456_84000770	SLITRK1 (-118220)
chr6_90670200_90670728	MAP3K7 (-83419)
chrX_12081065_12081509	FRMPD4 (-57179), MSL3 (+323128)
chr16_62508048_62508673	CDH8 (-471526)
chr14_48449105_48449712	MDGA2 (-774820)
chr13_36366976_36367580	CCNA1 (-65080), SPART (-20481)
chr12_86092983_86093731	MGAT4C (-43634)
chr7_132564857_132565402	PLXNA4 (+12171)
chr6_157510497_157511089	SNX9 (-312471), ZDHHC14 (+129660)
chr7_52445723_52446360	POM121L12 (-589600)
chr11_88428963_88429740	CTSC (-91565), GRM5 (+618670)
chr2_43484454_43484769	ZFP36L2 (-258003), THADA (+111362)
chr7_157595311_157595756	DNAJB6 (+258568), PTPRN2 (+992145)
chr8_106127520_106127962	OXR1 (-320183), ZFPM2 (+809049)
chr8_27268822_27269488	STMN4 (-10769), TRIM35 (+42164)
chr1_104262906_104263476	AMY1C (+512785)
chr4_162893212_162893746	FSTL5 (-729444), NAF1 (+273442)
chr3_158555758_158556282	MLF1 (-26815), RSRC1 (+445968)
chr2_230984340_230984657	GPR55 (-59273), SPATA3 (-11627)
chr14_66342465_66342996	GPHN (-164676), FUT8 (+932139)
chr9_16950166_16950505	CNTLN (-184646), BNC2 (-79630)
chr8_5166006_5166741	CSMD1 (-171402)
chr9_78450827_78451432	PSAT1 (+153987)
chr2_196830531_196831233	C2orf66 (-20606), PGAP1 (+95849)
chr3_126235708_126236135	ALDH1L1 (-54736), KLF15 (+121520)
chr12_44299519_44299908	TMEM117 (+463616), NELL2 (+577383)
chr14_88127701_88128130	GPR65 (+122792), KCNK10 (+195333)
chrY_6144020_6144923	TSPY2 (-101797)
chr4_149713209_149713708	DCLK2 (-365569)
chrX_135461505_135462062	ZNF449 (+116988), CT45A3 (+302660)
chr1_89456797_89457438	LRRC8B (-67736), GBP6 (+93060)
chr10_35362745_35363460	GJD4 (-242307), CCNY (+26229)
chr11_106950207_106950603	GUCY1A2 (+68040), AASDHPPT (+872916)
chr6_13669652_13670076	RANBP9 (+41700), NOL7 (+54537)
chr13_79212118_79212742	RNF219 (-553251), RBM26 (+193791)
chr6_137955280_137955894	TNFAIP3 (+88399), PERP (+151924)
chr15_97301148_97301596	ARRDC4 (-659326), SPATA8 (+517983)
chr4_4712972_4713418	STX18 (-171167), MSX1 (-146471)
chr9_119195455_119195825	BRINP1 (+173827)
chr4_13646980_13647411	BOD1L1 (-19473)
chr11_27453850_27454341	LGR4 (+18650), BBOX1 (+413134)
chr5_111720427_111720758	STARD4 (-208083), NREP (+256338)
chr19_50237611_50237918	MYH14 (+34120), KCNC3 (+91612)
chr3_192154491_192155424	FGF12 (+254091), PYDC2 (+693795)
chr7_47047197_47047708	TNS3 (+534691)
chr10_62506212_62506631	ADO (-298435), ZNF365 (+132230)
chr10_87938690_87939294	KLLN (-75555), RNLS (+644221)
chr5_112353868_112354215	NREP (-377111), EPB41L4A (+65274)
chr4_18159153_18159806	LCORL (-137620)
chr3_74295584_74295956	PDZRN3 (-670830), CNTN3 (+225370)
chr10_112679506_112679900	TCF7L2 (-270704), VTI1A (+232445)
chr5_7309450_7310140	ADCY2 (-86413), PAPD7 (+595006)
chr3_110272179_110272942	DPPA4 (-934989), NECTIN3 (-799182)
chrX_8782926_8784233	ANOS1 (-51394), FAM9A (+17757)
chr2_97822740_97823337	ZAP70 (+109479), TMEM131 (+172852)
chr5_157945252_157945683	CLINT1 (-86325)
chr2_166436246_166436807	SCN9A (-60534), SCN7A (+50441)
chr7_147658481_147658895	NONE
chr6_22649640_22649983	PRL (-352311)
chr7_118353622_118354136	ANKRD7 (+129203)
chr2_36930542_36931019	STRN (+35691), VIT (+234091)
chr6_39263305_39264189	KCNK5 (-34297), KCNK17 (+50806)
chr11_27629166_27629587	LIN7C (-122604), BDNF (+71676)
chr2_107559767_107560267	ST6GAL2 (-673371), RGPD4 (-266920)
chr10_20119158_20119755	PLXDC2 (+303218), NEBL (+778145)
chr3_70478872_70479171	MITF (+739587)
chr4_145369235_145370198	OTUD4 (-190037), SMAD1 (-113094)
chr2_98436702_98437129	INPP4A (-7942), CNGA3 (+90761)
chr1_180363609_180363916	LHX4 (+133477), ACBD6 (+139191)
chr3_114571538_114571987	ZBTB20 (-188122)
chr17_33896264_33896647	ASIC2 (-603468), CCL2 (-358829)
chr2_192130436_192130936	CAVIN2 (-283431), TMEFF2 (+65023)
chr1_224012705_224014862	TP53BP2 (-167812), FBXO28 (-100303)
chr6_22623397_22623845	PRL (-326120)
chr1_227185295_227185657	CDC42BPA (+132998), COQ8A (+287940)
chr1_179447605_179447994	NPHS2 (+128133), SOAT1 (+153998)
chr3_120730873_120731252	HGD (-48492), RABL3 (+11474)
chr3_109753575_109754080	DPPA4 (-416256)
chr9_535022_535673	DMRT1 (-306342), KANK1 (+30653)
chr3_130829113_130829474	PIK3R4 (-82465), ATP2C1 (-21307)
chr2_98435814_98436116	INPP4A (-8893), CNGA3 (+89810)
chr20_46485115_46485743	ELMO2 (-78812), ZNF334 (+28125)
chr18_70642951_70643483	SOCS6 (+354316)
chr3_164864400_164865094	SI (+213748)
chr4_62070178_62070746	ADGRL3 (+868320)
chr1_200732479_200732828	DDX59 (-62685), CAMSAP2 (-7125)
chr6_123562051_123562596	TRDN (+74769), CLVS2 (+566353)
chr4_16172942_16173447	PROM1 (-89494), TAPT1 (+53346)
chr15_35748098_35748453	DPH6 (-202108)
chr1_191853054_191853654	RGS18 (-305103)
chr12_126447512_126447815	NONE
chr5_180872651_180873068	BTNL8 (-26245), ZFP62 (-11583)
chr1_5052455_5053053	AJAP1 (+397709), NPHP4 (+939717)
chr14_27220164_27220531	NOVA1 (-622594)
chr2_45075599_45076705	SIX2 (-66722), SRBD1 (+535129)
chr6_6612685_6613473	RREB1 (-494729), LY86 (+24971)
chr5_18299137_18299590	ENSG00000250782 (+664904)
chr15_75164728_75165120	C15orf39 (-33968), PPCDC (+141369)
chr11_80981619_80982286	NONE
chr4_158927555_158928217	RAPGEF2 (-339851), FNIP2 (+158748)
chr4_36639048_36639505	C4orf19 (-944956), DTHD1 (+355255)
chr12_68963853_68964211	CPSF6 (-275584), CPM (-30833)
chr2_170179989_170180422	SP5 (-535145), MYO3B (+2061)
chr6_169236998_169237764	THBS2 (+16663), SMOC2 (+796230)
chr2_18546642_18546980	RDH14 (+13869), KCNS3 (+668964)
chr18_72034520_72035132	CBLN2 (+509713)
chr10_6701292_6701711	PRKCQ (-121201), SFMBT2 (+709984)
chr1_182444602_182445050	TEDDM1 (-44210), RGSL1 (-5320)
chr8_84424759_84425536	LRRCC1 (-681999), RALYL (+240273)
chr12_95183188_95183529	NR2C1 (-109656), FGD6 (+34105)
chr6_2664986_2665799	GMDS (-419701), MYLK4 (+85573)
chr6_96967823_96968168	KLHL32 (+43267), MMS22L (+315180)
chr6_39020879_39021396	GLP1R (-27660), DNAH8 (+305797)
chr15_76082939_76083279	TMEM266 (+23272), ETFA (+228360)
chr3_98801407_98801864	ST3GAL6 (+68932), DCBLD2 (+100053)
chr7_67788547_67789022	TYW1 (+791970)
chr8_59247526_59248014	TOX (-128562)
chr20_14036003_14036436	MACROD2 (+40851), FLRT3 (+301388)
chr13_20177322_20177774	GJA3 (-16499), GJB2 (+12232)
chr3_61241207_61241710	FHIT (+10000)
chr4_93786154_93786623	ATOH1 (-42364)
chr6_46197213_46197781	ENPP5 (-26526), RCAN2 (+293865)
chr8_63196452_63197070	YTHDF3 (+28100)
chrX_70505306_70505672	DLG3 (+60520), TEX11 (+403222)
chr2_133910469_133911357	NCKAP5 (-342453), MGAT5 (-209269)
chr4_92880864_92881263	ATOH1 (-947689), GRID2 (+577442)
chr9_87415836_87416676	GAS1 (-469067), DAPK1 (-81625)
chr16_7208017_7208583	NONE
chr4_178380916_178381600	AGA (-938755)
chr5_18850196_18850627	NONE
chr6_126546943_126547490	RSPO3 (-571387), CENPW (+207043)
chr4_48380655_48381141	SLC10A4 (-102445), SLAIN2 (+39576)
chr4_152668498_152668832	FBXW7 (-132564), TMEM154 (+11500)
chr7_139768378_139769001	HIPK2 (+9028), CLEC2L (+244834)
chr9_11618364_11618812	NONE
chr1_245124522_245124994	KIF26B (-30227), EFCAB2 (+154889)
chr7_78539727_78540269	PHTF2 (+741193), MAGI2 (+913576)
chr1_12358647_12359073	VPS13D (+128793), DHRS3 (+258871)
chr4_151167672_151167960	SH3D19 (+58692), RPS3A (+68243)
chr5_67844823_67845582	CD180 (-648404), PIK3R1 (-370517)
chr13_36210681_36211018	DCLK1 (-79544), SOHLH2 (+3765)
chr17_27856894_27857431	NLK (-184993), NOS2 (-56664)
chr3_151235213_151235748	GPR171 (-32289), P2RY14 (+42986)
chr3_67697179_67697959	FAM19A1 (-306647), SUCLG2 (-42959)
chr11_116317166_116317573	CADM1 (-812805), BUD13 (+455618)
chr11_24669331_24669880	LUZP2 (+172428)
chr10_114449909_114450483	AFAP1L2 (-45711), ABLIM1 (+208102)
chr8_72152643_72153500	KCNB2 (-384319), TRPA1 (-77455)
chr11_26915070_26915559	SLC5A12 (-193291), FIBIN (-78869)
chrX_15105713_15106028	ASB9 (+164277), MOSPD2 (+232430)
chr20_42936390_42936844	PTPRT (+253352)
chr12_23285861_23286437	ETNK1 (+661074), SOX5 (+663554)
chrX_98289752_98290343	NONE
chr14_60273827_60274403	PPM1A (+28363), C14orf39 (+211981)
chr15_44437953_44438386	EIF3J (-98887), CTDSPL2 (+10936)
chr1_59384296_59384845	HOOK1 (-430290), FGGY (+87590)
chr16_22170900_22171527	EEF2K (-35068), SDR42E2 (+5631)
chr10_108584521_108584998	NONE
chr14_48285020_48285615	MDGA2 (-610729)
chr11_45383365_45383946	SYT13 (-97337), CHST1 (+281966)
chr5_127898389_127898864	SLC12A2 (-185139), CTXN3 (+249583)
chr6_85435529_85435991	TBX18 (-671241), NT5E (-14331)
chr16_78605157_78605609	WWOX (+505970), MAF (+995331)
chr6_122280550_122281367	HSF2 (-118587), GJA1 (+845267)
chr22_49512946_49514007	BRD1 (+311327)
chr6_76466208_76466514	IMPG1 (-393683), HTR1B (+997412)
chr5_59969676_59969985	PDE4D (-76033), DEPDC1B (+730330)
chr3_60672260_60672708	FHIT (+578975)
chr14_63932687_63933307	SYNE2 (+80014), ESR2 (+361363)
chr6_17580737_17581088	FAM8A1 (-19442), CAP2 (+187697)
chr6_157146990_157147949	TMEM242 (+176131), ARID1B (+370096)
chr16_24745541_24746146	SLC5A11 (-99997), TNRC6A (+16131)
chr2_165528902_165529505	CSRNP3 (+59557), GALNT3 (+265478)
chr2_206201166_206201604	GPR1 (+16662), EEF1B2 (+41780)
chr17_8268655_8269178	RANGRF (-19580), PFAS (+19631)
chr6_33029814_33030332	HLA-DPB1 (-45853), HLA-DOA (-20461)
chr4_134550881_134552490	PABPC4L (-349938)
chr11_109290667_109291132	C11orf87 (-131220), DDX10 (+625875)
chr5_177943794_177944949	PROP1 (+51870), B4GALT7 (+344272)
chr6_114996358_114996688	HS3ST5 (-653478)
chr2_220781890_220782197	EPHA4 (+790246)
chr3_94745624_94746412	DHFR2 (-682795)
chr11_116086368_116086779	CADM1 (-582009), BUD13 (+686414)
chr13_103625106_103625476	SLC10A2 (-558445)
chr17_16689601_16690303	ZNF624 (-36099), TNFRSF13B (+282136)
chr14_84084164_84084659	NONE
chr1_68023856_68024475	GNG12 (-190699), DIRAS3 (+27465)
chr2_157967561_157968223	UPP2 (+91190), CCDC148 (+488861)
chr2_182608381_182608830	DNAJC10 (-107666), PDE1A (-86029)
chr9_79955389_79955796	TLE4 (+382978)
chr3_139044718_139045134	MRPS22 (+39120), COPB2 (+344806)
chr2_159787852_159788449	CD302 (+10091), MARCH7 (+75652)
chr4_153388778_153389100	TMEM131L (-77410), MND1 (+44290)
chr4_177495753_177496403	AGA (-53575)
chr6_163574021_163574442	QKI (+159589)
chr1_40584107_40584384	ZNF684 (+52685), RIMS3 (+81411)
chr5_151309130_151309865	SLC36A3 (-6002), SLC36A2 (+38092)
chrX_94154300_94154969	FAM133A (+480622)
chr20_26160865_26161396	ZNF337 (-474174)
chr4_117257188_117257892	NDST3 (-776805), TRAM1L1 (-171964)
chr5_11511775_11512131	DAP (-750725), CTNND2 (+392090)
chr11_24781964_24782249	LUZP2 (+284929)
chr12_89513695_89514225	DUSP6 (-160689), GALNT4 (+10846)
chr13_58788715_58789154	NONE
chr8_30629387_30629891	SMIM18 (-8961), RBPMS (+245128)
chr15_84603610_84604224	ZSCAN2 (+2912), WDR73 (+50418)
chr6_125125770_125126370	TPD52L1 (-27579), RNF217 (+163525)
chr13_101544571_101544992	ITGBL1 (+92167), FGF14 (+856992)
chr3_32578680_32579549	CNOT10 (-116426), DYNC1LI1 (-8241)
chr6_67795474_67795818	ADGRB3 (-839721)
chr6_128604305_128604817	LAMA2 (-278636), PTPRK (-84085)
chrX_142561151_142561472	MAGEC2 (-356022)
chr2_16678997_16679313	FAM49A (-13321), RAD51AP2 (+839284)
chr8_134106338_134106787	ST3GAL1 (-534638), ZFAT (+606475)
chr18_11766095_11766726	CHMP1B (-84985), GNAL (+77455)
chr4_17097523_17097813	LDB2 (-198859), QDPR (+414566)
chr8_57597745_57598133	IMPAD1 (-604095), FAM110B (-396615)
chr3_10873435_10874107	SLC6A1 (-118953), SLC6A11 (+57571)
chr5_150422059_150422704	CD74 (-9631), RPS14 (+27365)
chr10_83760186_83761304	GHITM (-378695)
chr7_95837125_95837944	DYNC1I1 (+64945), SLC25A13 (+484612)
chrX_98294363_98294773	NONE
chr11_36688561_36689026	RAG2 (-90515)
chr19_24078283_24079027	ZNF254 (-8538), ZNF726 (+163765)
chr1_66381727_66382135	SGIP1 (-152351), PDE4B (+589417)
chr12_132397139_132398086	FBRSL1 (-91938), GALNT9 (-68410)
chr2_22020330_22020713	APOB (-976449)
chr1_48892210_48892763	BEND5 (-115569)
chr11_81207521_81208020	NONE
chr5_119808604_119808908	PRR16 (-655522), FAM170A (+179197)
chr18_35790928_35791276	GALNT1 (+136542), RPRD1A (+276474)
chr2_10462596_10462958	ODC1 (-14273), NOL10 (+227190)
chr5_42319542_42319864	GHR (-104749), FBXO4 (+394449)
chr18_78451526_78451979	SALL3 (-528522)
chr2_2422303_2422989	TRAPPC12 (-957040), MYT1L (-91452)
chr2_15002535_15003084	NBAS (+558520)
chr9_137625133_137625614	CACNA1B (-252415), EHMT1 (+6411)
chr15_96979087_96979472	ARRDC4 (-981418), SPATA8 (+195891)
chr12_119643154_119643452	PRKAB1 (-24450), TMEM233 (+49844)
chr7_25170911_25171324	CYCS (-45757), C7orf31 (+9236)
chr6_77707620_77707952	MEI4 (+17128)
chr17_36123406_36123814	CCL4 (+20020), TBC1D3B (+52985)
chrX_86118558_86119310	CHM (-71372), DACH2 (-29687)
chr11_59095229_59095574	FAM111B (-11835), GLYATL1P3 (+9095)
chrX_73556063_73556497	CHIC1 (-6928), CDX4 (+109026)
chr13_91311943_91312590	GPC5 (-86340)
chr15_49354539_49355082	FGF7 (-68285), GALK2 (+184795)
chr7_103135957_103136389	NAPEPLD (+13009), ARMC10 (+61292)
chrX_43467739_43468150	PPP1R2P9 (-689698), MAOA (-188274)
chr10_72830458_72830936	OIT3 (-62884), MCU (+138566)
chr2_199092414_199092842	SATB2 (+365468)
chr6_70103767_70104231	COL9A1 (+199084), COL19A1 (+237428)
chr9_136216513_136217147	LHX3 (-13672), QSOX2 (+29011)
chr7_49166446_49166945	VWC2 (-606965), ABCA13 (+995236)
chr1_43804412_43804948	ARTN (-128640), ST3GAL3 (+97147)
chr21_41542591_41543002	TMPRSS2 (-34732), RIPK4 (+224309)
chr9_37787091_37787466	EXOSC3 (-2222)
chr4_40419249_40419678	CHRNA9 (+84135), RBM47 (+95294)
chr14_41154139_41154614	LRFN5 (-453193)
chr14_86905262_86905962	NONE
chr3_157120254_157120611	CCNL1 (+39780), TIPARP (+445588)
chr1_38403581_38403989	POU3F1 (-356991), RRAGC (+456038)
chr12_90512637_90513090	ATP2B1 (-804033), CCER1 (+442312)
chr6_78029809_78030461	IRAK1BP1 (-837337), MEI4 (+339477)
chr9_69440121_69440790	FAM189A2 (+111131), APBA1 (+231850)
chr8_93889903_93890434	PDP1 (-26778), TMEM67 (+135312)
chr15_82306957_82307295	GOLGA6L10 (+42349), SAXO2 (+44315)
chr12_73152805_73153613	TRHDE (+880526)
chr10_88019849_88020276	KLLN (-156626), RNLS (+563150)
chr15_27709807_27710170	OCA2 (+389369), GABRG3 (+738707)
chr11_112167246_112167579	IL18 (-3296), TEX12 (+41)
chr4_150987472_150987831	LRBA (+27845), MAB21L2 (+405730)
chr2_214907053_214907567	BARD1 (-97606), ABCA12 (+231118)
chr7_66490878_66491410	KCTD7 (-137623), TPST1 (+285945)
chr20_5477542_5477984	PROKR2 (-163394), GPCPD1 (+133263)
chr15_38547246_38547568	RASGRP1 (+17399), FAM98B (+93280)
chr21_29616163_29616592	BACH1 (+316962), GRIK1 (+323154)
chr7_53239254_53239626	POM121L12 (+203798)
chr10_83089472_83089900	NONE
chr15_51413457_51413887	GLDN (+72043), DMXL2 (+208963)
chr11_28773653_28774024	METTL15 (+665485)
chr10_26045967_26046396	GAD2 (-170125), MYO3A (+111915)
chr10_46175168_46175893	MSMB (-129262), ANTXRL (-111467)
chr19_20087618_20088184	ZNF486 (-79373), ZNF90 (+9880)
chr13_80192141_80192622	SPRY2 (+147277), NDFIP2 (+711258)
chr11_6339086_6339559	SMPD1 (-51108), CAVIN3 (-18676)
chr18_71706564_71706927	CBLN2 (+837793)
chr7_55336415_55336978	LANCL2 (-28751), EGFR (+317596)
chr8_142554542_142555037	ARC (+59682), ADGRB1 (+105360)
chr12_115017444_115017763	TBX3 (-334014)
chr4_83195174_83195755	PLAC8 (-80750), COQ2 (+89449)
chr5_124521395_124521911	ZNF608 (+223772), CSNK1G3 (+976019)
chr8_13686974_13687314	C8orf48 (+120301)
chr4_59159199_59159962	NONE
chr16_60200700_60201178	NONE
chr20_21291705_21292322	XRN2 (-11290), KIZ (+165960)
chr3_85755717_85756160	CADM2 (+29457)
chr5_154663946_154664358	HAND1 (-185888), LARP1 (-48750)
chr12_24308836_24309259	SOX5 (-359345), BCAT1 (+594027)
chr1_220381714_220382141	MARK1 (-146255), RAB3GAP2 (-109474)
chr21_32968133_32968502	C21orf62 (-154575), OLIG2 (-57617)
chr2_36296477_36297149	CRIM1 (-59113)
chr6_144494645_144495487	UTRN (+203237)
chr3_130816667_130817071	PIK3R4 (-70040), ATP2C1 (-33732)
chr6_117014751_117015605	VGLL2 (-250396), RFX6 (+137918)
chr2_56802920_56803376	EFEMP1 (-879009)
chr3_63289321_63289853	SNTN (-363081), SYNPR (+11464)
chr17_75740698_75741064	ITGB4 (+19445), GALK1 (+24830)
chr6_106460745_106461817	ATG5 (-135490), CRYBG1 (-50574)
chr13_86363516_86364161	SLITRK6 (-564351)
chrY_5335037_5335590	TSPY2 (-910955), PCDH11Y (+279224)
chr22_20845640_20846012	PI4KA (+12986), SERPIND1 (+71947)
chr2_89763226_89763595	NONE
chr8_57040759_57041365	FAM110B (-953492), IMPAD1 (-47218)
chr6_5563127_5563725	FARS2 (+302382), NRN1 (+440618)
chr2_98394681_98395098	INPP4A (-49968), CNGA3 (+48735)
chr7_93399218_93399662	VPS50 (+167100), CALCR (+175290)
chr5_60415339_60415884	PDE4D (-521814), DEPDC1B (+284549)
chr12_59346369_59346744	LRIG3 (-426035), SLC16A7 (-342780)
chr16_62257604_62258037	CDH8 (-220986)
chr7_38189435_38189725	STARD3NL (+11358), AMPH (+441987)
chr5_87051637_87051995	RASA1 (-216072), COX7C (+433860)
chr11_126171754_126172255	CDON (-108713), FAM118B (-39409)
chr18_68085179_68085872	DSEL (-568546), TMX3 (+629772)
chr16_6904654_6905135	RBFOX1 (+885192)
chr8_25260030_25260559	DOCK5 (+75430), GNRH1 (+164359)
chr3_2083595_2084141	CNTN4 (-154961), CNTN6 (+991292)
chr17_54172527_54172873	TOM1L1 (-727813), KIF2B (+349799)
chr13_21558112_21558518	ZDHHC20 (-98945), MICU2 (+45899)
chr14_77641698_77642257	SPTLC2 (-25205), ALKBH1 (+66042)
chr17_36084624_36085356	CCL3 (+5151), CCL18 (+20710)
chr2_159096539_159096865	TANC1 (+128031), WDSUB1 (+189890)
chr5_112789895_112790562	ENSG00000258864 (-36984), APC (+52341)
chr9_28610458_28610796	LINGO2 (+59658)
chr2_13308185_13308646	TRIB2 (+591527)
chr9_26333446_26334027	CAAP1 (+559067)
chr22_36610015_36610444	EIF3D (-80794), CACNG2 (+93328)
chr9_106960322_106960686	RAD23B (-322775), ZNF462 (+97407)
chr1_159817963_159818474	SLAMF8 (-8531), FCRL6 (+15795)
chr18_45415352_45415930	SLC14A2 (-199160), SETBP1 (+734743)
chr11_6160071_6160469	OR52B2 (+10138), OR56B4 (+52586)
chr11_83419031_83419724	CCDC90B (-132971)
chr6_170363133_170363568	FAM120B (+68030), PSMB1 (+189990)
chr17_30212790_30213093	SLC6A4 (+23026), NSRP1 (+96161)
chr13_46763997_46764365	ESD (+33051), LRCH1 (+210921)
chr13_82502455_82502988	NONE
chr2_25367971_25368276	DNMT3A (-25534), DTNB (+305510)
chr6_76562338_76562650	IMPG1 (-489816), HTR1B (+901279)
chr12_82372250_82372906	TMTC2 (-314302), CCDC59 (-13790)
chr17_6793448_6794105	FBXO39 (+17554), TEKT1 (+37984)
chr12_84018630_84019163	SLC6A15 (+893979)
chr17_54346453_54346874	TOM1L1 (-553849), KIF2B (+523763)
chr14_90874735_90875138	TTC7B (-58520), RPS6KA5 (+185671)
chr5_137611622_137612096	SPOCK1 (-112511), KLHL3 (+124231)
chr18_13084142_13084704	LDLRAD4 (-193680), CEP192 (+93061)
chr11_100860288_100860753	TMEM133 (-131468), ARHGAP42 (+172845)
chr11_110400219_110400571	RDX (-103683), FDX1 (-29488)
chr21_26709881_26710435	CYYR1 (-136874), ADAMTS1 (+135251)
chr17_44808743_44809253	GJC1 (+21813), ADAM11 (+49967)
chr1_165265383_165265744	LMX1A (+91151), PBX1 (+705929)
chr2_221200380_221200769	EPHA4 (+371715)
chr5_133602168_133602750	FSTL4 (+10105), HSPA4 (+550497)
chr9_3454953_3455475	PUM3 (-610973), RFX3 (+70769)
chrX_98524270_98524964	NONE
chr3_34175775_34176129	PDCD6IP (+377381)
chr1_202401714_202402332	PPP1R12B (+53324), SYT2 (+241430)
chr1_151526664_151527271	TUFT1 (-13337), CGN (+15571)
chr3_22251401_22251968	UBE2E2 (-951608), ZNF385D (-500250)
chr2_83104068_83104378	NONE
chr5_124719475_124719955	ZNF608 (+25710)
chr11_10428632_10429046	AMPD3 (-21842), ADM (+123755)
chr4_97188500_97188902	NONE
chr8_99002734_99003072	VPS13B (-10363), OSR2 (+58500)
chr16_52521432_52521935	TOX3 (+25324)
chr13_100975617_100976237	TMTC4 (-301132), NALCN (+440428)
chr6_20584234_20584628	CDKAL1 (+49974)
chr6_117837285_117837627	SLC35F1 (-70070), NUS1 (+161954)
chr2_38370435_38370984	CYP1B1 (-294529), ATL2 (+6552)
chr7_5793633_5794275	OCM (-86844), RNF216 (-12215)
chr7_156674919_156675402	SHH (-862888), RNF32 (+34377), LMBR1 (+218069)
chr4_23797490_23798184	PPARGC1A (+92240)
chr6_27943263_27943595	OR2B2 (-31033), OR2B6 (-13812)
chr1_231834892_231835574	DISC1 (+208418), SIPA1L2 (+726325)
chr7_149145157_149146012	ZNF398 (-1891)
chr3_171998456_171999366	FNDC3B (-41643), TMEM212 (+155562)
chr11_87878394_87878874	RAB38 (+296833), TMEM135 (+840627)
chr5_7087862_7088212	ADCY2 (-308171), PAPD7 (+373248)
chr12_32472595_32473298	FGD4 (-61377), BICD1 (+365718)
chr7_149975680_149976308	ATP6V0E2 (+103026), ACTR3C (+326986)
chr14_38576401_38576734	CLEC14A (-320199), SEC23A (+526960)
chrX_98902283_98902601	NONE
chr7_111026487_111026862	LRRN3 (-64331)
chr10_7512449_7512827	SFMBT2 (-101152), ITIH5 (+107022)
chr3_32996832_32997265	CCR4 (+45475), TMPPE (+99752)
chr2_199179207_199179924	SATB2 (+278530)
chr8_118726340_118726662	EXT1 (-614648), TNFRSF11B (+225699)
chr3_58296314_58296836	RPP14 (-9687), ABHD6 (+59069)
chr7_138215029_138215513	TRIM24 (-245063), AKR1D1 (+138794)
chr5_137516190_137516991	SPOCK1 (-17243), KLHL3 (+219499)
chr14_45019575_45020481	PRPF39 (-64071), TOGARAM1 (+57789)
chr3_192273270_192273854	FGF12 (+135487), PYDC2 (+812399)
chr16_56920789_56921290	HERPUD1 (-11008), SLC12A3 (+55833)
chr18_31740191_31740917	B4GALT6 (-55831), SLC25A52 (+20326)
chr2_119069685_119070013	C1QL2 (+89040), MARCO (+127683)
chr2_119276823_119277355	DBI (-90164), STEAP3 (+53258)
chr6_117142010_117142440	VGLL2 (-123349), RFX6 (+264965)
chr2_128516865_128517299	HS6ST1 (-198505)
chr10_82757451_82757768	NRG3 (+882296)
chr3_156443799_156444086	SSR3 (+111206), KCNAB1 (+323395)
chr7_111644700_111645004	IMMP2L (-82561), DOCK4 (+561543)
chrX_136205997_136206510	MAP7D3 (+45325), FHL1 (+58854)
chr1_44058761_44059269	KLF17 (-59835), SLC6A9 (-41690)
chr19_16306677_16307558	KLF2 (-17699), AP1M1 (+109184)
chr13_24322381_24323086	C1QTNF9 (+15568), PARP4 (+190076)
chr14_94199118_94199706	PPP4R4 (+25100), SERPINA10 (+93859)
chr1_79588619_79589021	ADGRL4 (-582102)
chr14_100207768_100208420	DEGS2 (-47931), YY1 (-30891)
chr6_29035975_29036289	ZNF311 (-30872), OR2W1 (+9108)
chr6_169674852_169675360	THBS2 (-421062), WDR27 (+26547)
chr21_37281787_37282288	DYRK1A (-138262), DSCR3 (-14506)
chr4_110076882_110077309	ELOVL6 (+121557), EGF (+164205)
chr9_110307409_110307836	TXN (-50983), TXNDC8 (+30185)
